,shortcode,edge_media_preview_comment.count,edge_media_preview_like.count,edge_media_to_caption.edges
15,B8OyA8QovBM,18,367,"[{'node': {'text': 'NUOVO AGGIORNAMENTO: adesso purtroppo la notizia è confermata il dottor Li ci ha lasciati. [RETTIFICA] Il Global Times, che ha dato la notizia della morte del medico  Li Wenliang, ora afferma che in realtà non e’ morto ma si trova in condizioni critiche //// È morto a 34 anni. Lo riporta il Global Times, ripreso da molti media internazionali che parlano di centinaia di messaggi di dolore e sconcerto apparse sui social cinesi.\nTra i primi a segnalare che quelle ""strane"" forme di affezione polmonare erano da attribuire a qualcosa di nuovo e di sconosciuto. \nÈ stato screditato dalle autorità, poi minacciato dalla polizia, infine rivalutato dalla magistratura e dalla società, il medico si era ammalato a metà gennaio, ed è morto proprio a causa di quella cosa strana: il #coronavirus RIP'}}]"
16,B8QQIPuo-jj,0,1,[{'node': {'text': '#liwenliang #whisleblower #hero #doyouhearthepeoplesing'}}]
17,B8QMQ3oAobZ,4,84,"[{'node': {'text': '✍🏻\nI usually do not speak much on political issues, but I’ve found Li Wenliang’s story to be very intriguing, as it raises the question on what it means to protect your own country. Where is the fine line between protection and oppression? Li is deemed the “whistleblower doctor” as he was the very first doctor to find parallels between the recent coronavirus with SARS back in December. But as soon as he tried to warn his fellow colleagues in the medical field, he was warned and shut down by local authorities for spreading “false information” and “creating fear and unjust” within the Chinese public. Seeing the recent events, it is clear that the containment and spread of the coronavirus would’ve been a lot more effective if Li’s warnings have been heard in the initial stages, before the virus became what is today a pandemic. Li Wenliang passed away today from the virus he contracted from his patient. His story is now a wake up call for many in China to really start to think about the government’s long time effort of preserving balance and order, and if it is worth having freedom of speech violated during the process.\n\n#freedomofspeech #china #coronavirus #liwenliang'}}]"
18,B8O0WGWFc1E,31,241,"[{'node': {'text': 'Hukuk başka, adalet başka. Hakikat söyleyen öldü, yalan söyleyenler utanmadan yaşıyorlar ve hakikat bilmeyen insanları öldürüyorlar. Seni unutmayacağız. Mekânı cennet olsun. To the Hero Dr. #liwenliang #李文亮 #Wuhan #rip #respect'}}]"
19,B8PDuDzHje2,0,1,[{'node': {'text': 'WE WILL NEVER FORGET #liwenliang'}}]
20,B8PGXZilO3Y,5,48,"[{'node': {'text': 'This is my protest, our protest. R.I.P. Doctor Li Wenliang. #liwenliang'}}]"
21,B8PS29jA-C0,2,7,[{'node': {'text': 'He passed away at half past nine p.m on the 6th of February.\n#coronavirus \n#liwenliang\n#doctor'}}]
22,B8O5TmEloXv,1,6,[{'node': {'text': 'Waiting for a miracle! #liwenliang #武汉肺炎 #miracle'}}]
23,B8P_WjghTlO,0,1,[{'node': {'text': 'It should not only have one voice in a  ordinary society!#liwenliang #wuhancoronavirus'}}]
24,B8PjrZYolSW,0,6,"[{'node': {'text': '#wordoftheday #一日一词 #liwenliang R,I.P. #novelcoronavirus'}}]"
25,B8PZ5pmgJR6,1,2,"[{'node': {'text': '#MuertePorCoronavirus #Medicos\n #LiWenliang \nMurió por el coronavirus uno de los primeros médicos que intentó advertir sobre la enfermedad y fue silenciado por el gobierno chino\n\nFaltaba un día para que termine 2019. Pero el 30 de diciembre pasado, Li Wenliang sacudió al grupo de WeChat (el WhatsApp chino) que comparte con ex compañeros de la escuela de medicina: siete pacientes de un mercado local de Wuhan habían sido diagnosticados con una enfermedad similar al SARS y puestos en cuarentena en su hospital.\n\n#Más info en chacoenlineainforma.com'}}]"
26,B8Ppsfbne0o,0,3,"[{'node': {'text': '#Repost @lacanvas with @make_repost\n・・・\nDr. Li Wenliang has died from complications due to the coronavirus. The Chinese doctor first discovered the coronavirus in Wuhan and was interrogated and silenced by Chinese authorities. Global cases have now reached over 28,000 including the United States.\n\n#coronavirus #liwenliang #china #virus #breaking #outbreak #cdc @cdcglobal @cdcgov'}}]"
27,B8O359xnTsY,9,24,[]
28,B8PeZrRAP5o,1,14,"[{'node': {'text': 'Meanness is the passport of the mean, and nobleness is the epitaph of the noble!'}}]"
29,B8PAsxxJkzQ,0,8,[{'node': {'text': 'Will ALWAYS remember the whistleblower of 2019-nCoV #liwenliang 🕯️'}}]
30,B8PspMjnOFO,0,4,"[{'node': {'text': 'Dr. Li Wenliang，R.I.P🕯\n\nRemember the cost of lies, remember the value of truth, remember the real people behind the Numbers, remember all the individuals behind the miracles, we should all light up the darkness and change the world #coronavirus #2019ncov #liwenliang #wuhan'}}]"
31,B8P4JRxpvXx,1,40,[{'node': {'text': '#李文亮 #liwenliang'}}]
32,B8PR2FohHLL,0,2,[{'node': {'text': '#liwenliang 我不知道怎么形容现在的心情，一位只想拯救人民生命的医生，被说是造谣者，感染病毒后突然病危去世，他的父母妻子该怎么办？今晚全中国人民都在等一个奇迹，但是有的只有谎言'}}]
33,B8Kq9jfJ7vq,0,0,[{'node': {'text': 'Meher Baba online Library🍎\n.\n.\n.\n.\nFREE online books🍎\n.\n.\n.\n.\n.\n.\n.\n.\n#RushLimbaugh \n#RushHudsonLimbaugh \n#KhuramButt \n#KhuramShazadButt \n#RachidRedouane \n#YoussefZaghba \n#FangBin \n#AkhileshRawat \n#LisaNandy \n#KehindeAndrews \n#WhiteRage \n#CarolAnderson \n#JohnMagufuli \n#JohnJosephPombeMagufuli \n#LiWenliang \n#CindyTaylor \n#KeyonBastani \n#HaleemaKhan \n#ViktarSyarhel \n#NataliyaKolb \n#KeithTroeth .\n.\n.'}}]
34,B8QSGDoJoT9,0,2,"[{'node': {'text': '#liwenliang# #fairytale# He likes autumn, the autumn morning he describes it as when golden rays of sunshine are strolling through the green leaves, there reflects the shadows of stars from the ground. He\'s ever narrated the autumn of WuHan which has kind of softness of a temperature, not so hot not so cool, when people can feel the most delicate drizzle and the most gentle breeze, where the falling leaves carpet the land sounded like beautiful heartbeats, tic, tic, tic, creak, creak, creak, when you step on it. He is used to sharing the moments with smart sense of humour, the foods, the slight slices of good fortunes like luck draws, the family, the favored series, sometimes a reflection about life and nature such as taking a picture of a beautiful butterfly or wondering if chickens feel pain when laying eggs... and a very busy doctor work. He is so cute when he says that he is hurt when is called uncle, considering that he\'s still so young, only at his early 30s. He\'s also a joke boy who has ever playing prank like making a human figure with hotel bedding trying to scare attendants when checks out. He likes oranges, icecreams, fried chicken,Izakaya and hotpot，he likes watching Qing YuNian, the translation of ""The Joys of Life"" might be the one, he\'s complaining about the toilsome doctor career yet with unquenchable enthusiam and love for his patients and medical practices. He\'s ever made a new year wish to be a simple person who seeing through the complexity of the world and leaving no trace in the heart. His wechat motto is that the theory is gray while the life tree is evergreen. PS：The details about his life are according to an interview of his college classmate with a media. With a song of coldplay something just like this, I want something just like this, somebody I can miss, something I can kiss, I want something just like this, commemorating Doctor Li Wenliang. Find Peace. #2019ncov #battle #warrior'}}]"
35,B8Pl9YEpDHb,0,14,"[{'node': {'text': 'Dr Li, may you rest in peace 🕯️ #liwenliang'}}]"
36,B8Pp_IpHVsc,0,51,[{'node': {'text': '晚安 中国梦 #liwenliang'}}]
37,B8PqIOgJXiA,0,0,[{'node': {'text': '翠 #liwenliang'}}]
38,B8PCUUzBdA4,0,1,[{'node': {'text': '#coronavirus claims the most important life - Dr #liwenliang !! The whistleblower who sounded the alarm about the virus. #rip'}}]
39,B8Qe_qegEIM,0,0,[{'node': {'text': '明白#liwenliang'}}]
40,B8PGozGJBC5,0,0,[{'node': {'text': 'bye#liwenliang  #wuhan'}}]
41,B8QE9iCgeDs,0,1,[{'node': {'text': '#liwenliang'}}]
42,B8PNLLpgBpE,2,61,"[{'node': {'text': '#Repost @doktorlarsitesi with @get_repost\n・・・\nHastalığı ilk farkedip meslektaşları ile paylaşan ve onları uyaran, yaygara koparma diye Çinli yetkililer tarafından uyarılan soruşturma açılan, bir çocuk babası ikinci çocuğunu bekleyen\xa0Dr. Li Wenliang kendisine de bulaşan #Coronavirus nedeniyle 34 yaşında hayatını kaybetti. 🙏\n\nSoruşturma açıp susturmak yerine daha erken önlem alınsa belki sonuçlar bu kadar ağır olmayacaktı! Dünya felaketlere uğramamak adına Bilim İnsanlarına kulak vermeyi öğrenmeli! Öğrenmezseniz sonuçları işte böyle olabildiğine ağır olur ondan sonra önünü alamazsınız! \n#LiWenliang \nBir göz doktoru olan Li Wenliang ın ölümünden çin hükümeti sorumludur'}}]"
43,B8PcyoyHTyd,26,4653,"[{'node': {'text': 'Corona Virüsünü ilk tespit eden ve virüsü gizli mesajla ilk kez duyuran 34 yaşındaki Dr. Li Wenliang\'ın bugün korona virüs nedeniyle hayatını kaybettiği haberleri tüm dünyada paylaşıldı. Dünya Sağlık Örgütü bile başsağlığı diledi.\n.\n1 saat önce Dr. Li\'nin kaldığı hastane iddiaları yalanladı. \'Yaşam savaşı veriyor, hayatını kaybetti"" denildi.\n.\nFakat #sondakika olarak aldığımız hastanenin yaptığı açıklamada Dr. Li\'nin hayatını an itibariyle kaybettiği bildirildi.\n.\nDr. Li virüsü ilk tespit ettiğinde meslektaşlarına mesaj atarak Wuhan\'da bir deniz ürünleri marketinde çalışan 7 kişinin SARS benzeri yeni tip bir virüse yakalandığını ve karantina altına alındıklarını bildirmişti.\n.\nVirüsü gizli mesajla duyurduğu için hakkında Çin hükümeti tarafından soruşturma açılmıştı.\n.\nTabiri yerindeyse ""ortalığı ayağa kaldırma, yaygara çıkarma"" baskısıyla susturulmaya çalışılmıştı.\n.\nHuzur içinde uyusun...\n.\n#coronavirüs #LiWenliang'}}]"
44,B8QZLr3hNvG,0,11,[{'node': {'text': '下雪了 多么寒冷 你会冷吗？\n我知道 你的心更冷 \n如今你却意外离去\n一开始 我们就错了我们都认为 那些武汉的人都应该去死 因为他们吃了蝙蝠 然而发现后来我们错了\n错的不是蝙蝠 是人 ！\n小时候我看鲁迅的文章 “他们在吃人”\n1918至2020年 100年了 他们还在吃人\n一个世纪了 我们该醒了 \n我们的天使 去纯洁的天堂吧 \n如果有重生的机会 别在中国\n#liwenliang #wuhan#hubei #china'}}]
45,B8PccYshWC6,0,13,"[{'node': {'text': 'Courage to carry on, freedom to fight for. oil on canvas by Julie Hao #art #fineart #oilpainting #oiloncanvas #konst #coronavirus #liwenliang #wuhanvirus #artbyjuliehao #juliehmh #malmö'}}]"
46,B8PRjl-F1fy,1,28,"[{'node': {'text': '#liwenliang #ripliwenliang \nYou can censor us, you can silence us.\nBut our voices shall remain, invincible \n為眾人報薪者 不可使其凍斃與風雪\n為自由開路者 不可使其困頓與荊棘\nQuote'}}]"
47,B8PtjJfnBQV,0,4,"[{'node': {'text': ""#Repost @free_hongkong with @make_repost\n・・・\nEven good Chinese, it must be said, are a victims the CCP. Let's turn our minds to noble fighters against oppression such as Jiang Yanyong, and more recently Xu Zhangrun and Li Wenliang.\u2063\n\u2063\nRIP Li Wenliang \u2063\n\u2063\n\u2063\nvideo: @yellow_bee2\u2063\n#CCP #China #WuhanCoronavius  #ChineseDoctorLiWenliang #WuhanPneumonia #XiJinping #Wuhan #李文亮 #LiWenliang \n𝗙𝗼𝗹𝗹𝗼𝘄 𝗯𝗮𝗰𝗸𝘂𝗽 𝗮𝗰𝗰𝗼𝘂𝗻𝘁: @free_hongkong2""}}]"
48,B8PPrZQgZS1,1,1,[{'node': {'text': '《国语·周语上》：“防民之口，甚于防川，川壅而溃，伤人必多，民亦如之。是故为川者，决之使导；为民者，宣之使言。”#liwenliang'}}]
49,B8PZG9lBG_d,0,8,"[{'node': {'text': 'We feel sad, we feel angry not only because someone just left, but for the truth is buried. People may forget. History will remember. R.I.P for #liwenliang'}}]"
50,B8O-EOoFGQk,5,46,[{'node': {'text': 'R.I.P Doctor Li Wen Liang\n李文亮医生走好。\n#coronavirus #liwenliang #wuhan #wuhanvirus'}}]
0,B8P_hy7HV8U,0,8,"[{'node': {'text': ""R.I.P Doctor Li, 🙏🙏🙏\nwe'll remember everything. #liwenliang #coronavirus""}}]"
1,B8QJBIJBC8s,0,1,[{'node': {'text': '#liwenliang'}}]
2,B8QpdgUDPCT,0,2,"[{'node': {'text': 'Dokter Li Wenliang, yang pertama kali memperingatkan adanya virus corona di China, meninggal dunia. Kala mengingatkan adanya wabah virus itu, dokter Li Wenliang sempat mendapatkan peringatan dari polisi.\n.\nMelansir dari South China Morning Post, meninggalnya dokter tersebut telah dikonfirmasi Rumah Sakit Pusat Wuhan. Li Wenliang (34) meninggal dunia pada Jumat (7/2/2020) pukul 02.58 waktu setempat karena terinfeksi virus corona.\n.\nPada 30 Desember 2019, Li memperingatkan teman-teman seprofesinya dalam sebuah grup percakapan online tentang penyakit mirip SARS yang diderita beberapa pasien di Rumah Sakit Wuhan. Pada hari yang sama, saat ia menyampaikan pesan tersebut, otoritas kesehatan setempat mengumumkan bahwa kota tersebut telah mengonfirmasi 27 kasus virus jenis baru.\n---\n#RadioSonora #BeritaSonora #coronavirus #viruscorona #pandemi #pneumonia #virus #healthcorner #liwenliang #wuhan #china #ncov'}}]"
3,B8QYfU5haX9,1,7,[{'node': {'text': 'Daktari Li Wenliang nchini China aliyetoa taarifa ya kwanza ya kuwapo mlipuko wa virusi vya corona munamo Disemba 30 mwaka jana. Daktari huyo amekufa kutokana na maambukizo ya virusi hivyo.\n\n#LiWenliang #LiWenliangHero #coronavirus #coronaviruschina #corona #zanzibar24habari'}}]
4,B8Pp6g6HqZp,1,9,"[{'node': {'text': ""#Repost @stefano_tartarotti with @make_repost\n・・・\nYoung ophthalmologist Li Wenliang of one of the hospitals in Wuhan is in critical condition. \nAt the end of December he wrote on a chat warning some of his students that the dozens pneumonia hospitalizations could be linked to a new virus akin to Sars and advising them to take precautions.\nTogether with other doctors that tried to raise awareness he was put under investigation and punished by the government. \nUpon his return to work on January 10 he was infected by an ophthalmic patient unaware of having contracted the virus.\n-------------\nÈ in fin di vita Li Wenliang, giovane medico oculista presso un ospedale di Wuhan. A fine dicembre, su una chat, avvisò alcuni suoi studenti sulla possibilità che le decine di ricoveri per polmonite fossero imputabili a un nuovo virus simile alla SARS, invitandoli a prendere le dovute precauzioni. \nAssieme ad altri medici che avevano cercato di dare l'allarme, venne indagato dal governo e punito. Tornato al lavoro, il 10 gennaio venne contagiato da una paziente oculistica portatrice inconsapevole del coronavirus.\n#liwenliang cina #coronavirus #wuhan #personecoraggiose #china #illustration #color #speedpainting #digitalart #illustrator #photoshop #art #digitalpainting #speedpaint #sketch #cartoon #drawing #paint #painting #humor #draw #cartoonist #political #italian #italy #satire #satira""}}]"
5,B8QF6k5n5fU,0,0,[{'node': {'text': '#liwenliang 走好。'}}]
6,B8PB2nUIoMQ,4,16,[{'node': {'text': '不能\n不明白\n#liwenliang #wuhan #coronavirus'}}]
7,B8QU-_eo4oi,0,1,[{'node': {'text': 'Dedication #anticoronavirus #lovechina #liwenliang #creative #artist #insta #instagram #painting #inkdrawing'}}]
8,B8QWr8ClHD-,0,8,"[{'node': {'text': 'When we realized that our bodies were confined by viruses, we realized that our minds had been confined for a long time.  I am so sad. 當我們意識到身體被病毒禁錮起來的時候，才發現思想已經被禁錮了很久了。我很傷心。#china #wuhan #wuhanvirus #wuhanchina #wuhancoronavirus #coronavirus #liwenliang #virus'}}]"
9,B8P72jzDK5N,0,2,"[{'node': {'text': 'One of the first whistle blowers who warned the public about Coronavirus, Wenliang Li died in hospital last night. He is only 33 years old. May Dr. Li rest in heaven. #liwenliang #coronavirus'}}]"
